"YEAR","MONTH","DAY_OF_MONTH","DAY_OF_WEEK","OP_UNIQUE_CARRIER","TAIL_NUM","ORIGIN","ORIGIN_CITY_NAME","DEST","DEST_CITY_NAME","ARR_TIME","ARR_DELAY","ARR_DELAY_NEW","ARR_DEL15","CANCELLED","CARRIER_DELAY","WEATHER_DELAY","NAS_DELAY","SECURITY_DELAY","LATE_AIRCRAFT_DELAY",
2019,2,5,2,"NK","N682NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1653",-19.00,0.00,0.00,0.00,,,,,,
2019,2,6,3,"NK","N672NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1650",-22.00,0.00,0.00,0.00,,,,,,
2019,2,7,4,"NK","N667NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1727",15.00,15.00,1.00,0.00,0.00,0.00,15.00,0.00,0.00,
2019,2,8,5,"NK","N665NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1716",4.00,4.00,0.00,0.00,,,,,,
2019,2,9,6,"NK","N658NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1657",-15.00,0.00,0.00,0.00,,,,,,
2019,2,10,7,"NK","N675NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1712",0.00,0.00,0.00,0.00,,,,,,
2019,2,11,1,"NK","N680NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1701",-11.00,0.00,0.00,0.00,,,,,,
2019,2,12,2,"NK","N682NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1656",-16.00,0.00,0.00,0.00,,,,,,
2019,2,13,3,"NK","N678NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1658",-14.00,0.00,0.00,0.00,,,,,,
2019,2,14,4,"NK","N683NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1655",-15.00,0.00,0.00,0.00,,,,,,
2019,2,15,5,"NK","N667NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1653",-17.00,0.00,0.00,0.00,,,,,,
2019,2,16,6,"NK","N673NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1639",-31.00,0.00,0.00,0.00,,,,,,
2019,2,17,7,"NK","N671NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1709",-1.00,0.00,0.00,0.00,,,,,,
2019,2,18,1,"NK","N687NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1649",-21.00,0.00,0.00,0.00,,,,,,
2019,2,19,2,"NK","N670NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1806",56.00,56.00,1.00,0.00,0.00,0.00,56.00,0.00,0.00,
2019,2,20,3,"NK","N672NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1701",-9.00,0.00,0.00,0.00,,,,,,
2019,2,21,4,"NK","N677NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1836",86.00,86.00,1.00,0.00,0.00,86.00,0.00,0.00,0.00,
2019,2,22,5,"NK","N675NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1654",-16.00,0.00,0.00,0.00,,,,,,
2019,2,23,6,"NK","N684NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1828",78.00,78.00,1.00,0.00,0.00,0.00,78.00,0.00,0.00,
2019,2,24,7,"NK","N657NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1646",-24.00,0.00,0.00,0.00,,,,,,
2019,2,25,1,"NK","N664NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1657",-13.00,0.00,0.00,0.00,,,,,,
2019,2,26,2,"NK","N680NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1655",-15.00,0.00,0.00,0.00,,,,,,
2019,2,28,4,"NK","N671NK","LAS","Las Vegas, NV","DFW","Dallas/Fort Worth, TX","1715",5.00,5.00,0.00,0.00,,,,,,
2019,2,1,5,"NK","N526NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2154",-7.00,0.00,0.00,0.00,,,,,,
2019,2,2,6,"NK","N533NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2335",94.00,94.00,1.00,0.00,12.00,0.00,82.00,0.00,0.00,
2019,2,3,7,"NK","N516NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2205",4.00,4.00,0.00,0.00,,,,,,
2019,2,4,1,"NK","N507NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2206",5.00,5.00,0.00,0.00,,,,,,
2019,2,5,2,"NK","N509NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2200",-1.00,0.00,0.00,0.00,,,,,,
2019,2,6,3,"NK","N514NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2216",15.00,15.00,1.00,0.00,6.00,0.00,9.00,0.00,0.00,
2019,2,7,4,"NK","N508NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2155",-6.00,0.00,0.00,0.00,,,,,,
2019,2,8,5,"NK","N536NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2159",-2.00,0.00,0.00,0.00,,,,,,
2019,2,9,6,"NK","N510NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2148",-13.00,0.00,0.00,0.00,,,,,,
2019,2,10,7,"NK","N508NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2157",-4.00,0.00,0.00,0.00,,,,,,
2019,2,11,1,"NK","N524NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2300",59.00,59.00,1.00,0.00,59.00,0.00,0.00,0.00,0.00,
2019,2,12,2,"NK","N505NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2340",99.00,99.00,1.00,0.00,0.00,0.00,0.00,0.00,99.00,
2019,2,13,3,"NK","N531NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2240",39.00,39.00,1.00,0.00,0.00,0.00,6.00,0.00,33.00,
2019,2,14,4,"NK","N517NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2204",3.00,3.00,0.00,0.00,,,,,,
2019,2,15,5,"NK","N533NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2207",6.00,6.00,0.00,0.00,,,,,,
2019,2,16,6,"NK","N514NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2236",35.00,35.00,1.00,0.00,0.00,0.00,35.00,0.00,0.00,
2019,2,17,7,"NK","N530NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2150",-11.00,0.00,0.00,0.00,,,,,,
2019,2,18,1,"NK","N534NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2221",20.00,20.00,1.00,0.00,0.00,0.00,0.00,0.00,20.00,
2019,2,19,2,"NK","N504NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2153",-8.00,0.00,0.00,0.00,,,,,,
2019,2,20,3,"NK","N508NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2200",-1.00,0.00,0.00,0.00,,,,,,
2019,2,21,4,"NK","N514NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2211",10.00,10.00,0.00,0.00,,,,,,
2019,2,22,5,"NK","N519NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2201",0.00,0.00,0.00,0.00,,,,,,
2019,2,23,6,"NK","N526NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2204",3.00,3.00,0.00,0.00,,,,,,
2019,2,24,7,"NK","N504NK","LAS","Las Vegas, NV","SAN","San Diego, CA","2152",-9.00,0.00,0.00,0.00,,,,,,
