Detailed Statistics Arrivals  
Destination Airport: Los Angeles, CA: Los Angeles International (LAX)
Airline: Frontier Airlines Inc. (F9)
Month(s): January, February, March, April, May, June, July, August, September, October, November, and December
Day(s): 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30 and 31
Year(s): 2019

Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
"F9","04/11/2019","0403","N331FR","DEN","09:45","09:42","165","166","-3","09:28","14","0","0","0","0","0"
"F9","04/11/2019","0409","N910FR","DEN","23:45","23:52","161","142","7","23:38","14","0","0","0","0","0"
"F9","04/11/2019","1515","N343FR","ATL","11:24","10:59","313","294","-25","10:52","7","0","0","0","0","0"
"F9","04/12/2019","0409","N938FR","DEN","23:45","00:04","161","144","19","23:55","9","19","0","0","0","0"
"F9","04/13/2019","0407","N331FR","DEN","17:55","17:28","158","134","-27","17:21","7","0","0","0","0","0"
"F9","04/13/2019","0409","N310FR","DEN","23:45","23:20","161","142","-25","23:14","6","0","0","0","0","0"
"F9","04/14/2019","0403","N232FR","DEN","09:45","09:38","165","167","-7","09:31","7","0","0","0","0","0"
"F9","04/14/2019","0409","N943FR","DEN","23:45","23:34","161","141","-11","23:23","11","0","0","0","0","0"
"F9","04/14/2019","1515","N210FR","ATL","11:24","11:19","313","316","-5","11:10","9","0","0","0","0","0"
"F9","04/15/2019","0409","N949FR","DEN","23:45","23:36","161","155","-9","23:22","14","0","0","0","0","0"
"F9","04/16/2019","0403","N323FR","DEN","09:45","09:29","165","153","-16","09:15","14","0","0","0","0","0"
"F9","04/16/2019","0409","N939FR","DEN","23:45","23:13","161","134","-32","23:05","8","0","0","0","0","0"
"F9","04/16/2019","1515","N227FR","ATL","11:24","11:57","313","296","33","11:46","11","0","0","0","0","33"
"F9","04/17/2019","0407","N301FR","DEN","17:55","17:26","158","132","-29","17:19","7","0","0","0","0","0"
"F9","04/17/2019","0409","N938FR","DEN","23:45","00:04","161","139","19","23:56","8","0","19","0","0","0"
"F9","04/18/2019","0403","N335FR","DEN","09:45","09:12","165","134","-33","09:02","10","0","0","0","0","0"
"F9","04/18/2019","0409","N941FR","DEN","23:45","23:38","161","161","-7","23:08","30","0","0","0","0","0"
"F9","04/18/2019","1515","N349FR","ATL","11:24","10:51","313","284","-33","10:37","14","0","0","0","0","0"
"F9","04/19/2019","0409","N938FR","DEN","23:45","23:38","161","149","-7","23:30","8","0","0","0","0","0"
"F9","04/20/2019","0407","N312FR","DEN","17:55","18:34","158","158","39","18:24","10","8","0","31","0","0"
"F9","04/20/2019","0409","N910FR","DEN","23:45","23:38","161","152","-7","23:21","17","0","0","0","0","0"
